time,P_0,P_1,P_2,P_3,sound_speed
0.0,,,,,342.81333333333333
0.004,,,,,342.81333333333333
0.008,,,,,342.81333333333333
0.012,,,,,342.81333333333333
0.016,,,,,342.81333333333333
0.02,,,,,342.81333333333333
0.024,,,,,342.81333333333333
0.028,,,,,342.81333333333333
0.032,,,,,342.81333333333333
0.036,,,,,342.81333333333333
0.04,,,,,342.81333333333333
0.044,,,,,342.81333333333333
0.048,,,,,342.81333333333333
0.052,,,,,342.81333333333333
0.056,,,,,342.81333333333333
0.06,,,,,342.81333333333333
0.064,,,,,342.81333333333333
0.068,,,,,342.81333333333333
0.072,,,,,342.81333333333333
0.076,,,,,342.81333333333333
0.08,,,,,342.81333333333333
0.084,,,,,342.81333333333333
0.088,,,,,342.81333333333333
0.092,,,,,342.81333333333333
0.096,,,,,342.81333333333333
0.1,,,,,342.81333333333333
0.104,,,,,342.81333333333333
0.108,,,,,342.81333333333333
0.112,,,,,342.81333333333333
0.116,,,,,342.81333333333333
0.12,,,,,342.81333333333333
0.124,,,,,342.81333333333333
0.128,,,,,342.81333333333333
0.132,,,,,342.81333333333333
0.136,,,,,342.81333333333333
0.14,,,,,342.81333333333333
0.144,,,,,342.81333333333333
0.148,,,,,342.81333333333333
0.152,,,,,342.81333333333333
0.156,,,,,342.81333333333333
0.16,,,,,342.81333333333333
0.164,,,,,342.81333333333333
0.168,,,,,342.81333333333333
0.172,,,,,342.81333333333333
0.176,,,,,342.81333333333333
0.18,,,,,342.81333333333333
0.184,,,,,342.81333333333333
0.188,,,,,342.81333333333333
0.192,,,,,342.81333333333333
0.196,,,,,342.81333333333333
0.2,,,,,342.81333333333333
0.204,,,,,342.81333333333333
0.208,,,,,342.81333333333333
0.212,,,,,342.81333333333333
0.216,,,,,342.81333333333333
0.22,,,,,342.81333333333333
0.224,,,,,342.81333333333333
0.228,,,,,342.81333333333333
0.232,,,,,342.81333333333333
0.236,,,,,342.81333333333333
0.24,,,,,342.81333333333333
0.244,,,,,342.81333333333333
0.248,,,,,342.81333333333333
0.252,,,,,342.81333333333333
0.256,,,,,342.81333333333333
0.26,,,,,342.81333333333333
0.264,,,,,342.81333333333333
0.268,,,,,342.81333333333333
0.272,,,,,342.81333333333333
0.276,,,,,342.81333333333333
0.28,,,,,342.81333333333333
0.284,,,,,342.81333333333333
0.288,,,,,342.81333333333333
0.292,,,,,342.81333333333333
0.296,,,,,342.81333333333333
0.3,,,,,342.81333333333333
0.304,,,,,342.81333333333333
0.308,,,,,342.81333333333333
0.312,,,,,342.81333333333333
0.316,,,,,342.81333333333333
0.32,,,,,342.81333333333333
0.324,,,,,342.81333333333333
0.328,,,,,342.81333333333333
0.332,,,,,342.81333333333333
0.336,,,,,342.81333333333333
0.34,,,,,342.81333333333333
0.344,,,,,342.81333333333333
0.348,,,,,342.81333333333333
0.352,,,,,342.81333333333333
0.356,,,,,342.81333333333333
0.36,,,,,342.81333333333333
0.364,,,,,342.81333333333333
0.368,,,,,342.81333333333333
0.372,,,,,342.81333333333333
0.376,,,,,342.81333333333333
0.38,,,,,342.81333333333333
0.384,,,,,342.81333333333333
0.388,,,,,342.81333333333333
0.392,,,,,342.81333333333333
0.396,,,,,342.81333333333333
0.4,,,,,342.81333333333333
0.404,,,,,342.81333333333333
0.408,,,,,342.81333333333333
0.412,,,,,342.81333333333333
0.416,,,,,342.81333333333333
0.42,,,,,342.81333333333333
0.424,,,,,342.81333333333333
0.428,,,,,342.81333333333333
0.432,,,,,342.81333333333333
0.436,,,,,342.81333333333333
0.44,,,,,342.81333333333333
0.444,,,,,342.81333333333333
0.448,,,,,342.81333333333333
0.452,,,,,342.81333333333333
0.456,,,,,342.81333333333333
0.46,,,,,342.81333333333333
0.464,,,,,342.81333333333333
0.468,,,,,342.81333333333333
0.472,,,,,342.81333333333333
0.476,,,,,342.81333333333333
0.48,,,,,342.81333333333333
0.484,,,,,342.81333333333333
0.488,,,,,342.81333333333333
0.492,,,,,342.81333333333333
0.496,,,,,342.81333333333333
0.5,,,,,342.81333333333333
0.504,,,,,342.81333333333333
0.508,,,,,342.81
0.512,,,,,342.81
0.516,,,,,342.81
0.52,,,,,342.81
0.524,,,,,342.81
0.528,,,,,342.81
0.532,,,,,342.81
0.536,,,,,342.81
0.54,,,,,342.81
0.544,,,,,342.81
0.548,,,,,342.81
0.552,,,,,342.81
0.556,,,,,342.81
0.56,,,,,342.81
0.564,,,,,342.81
0.568,,,,,342.81
0.572,,,,,342.81
0.576,,,,,342.81
0.58,,,,,342.81
0.584,,,,,342.81
0.588,,,,,342.81
0.592,,,,,342.81
0.596,,,,,342.81
0.6,,,,,342.81
0.604,,,,,342.81
0.608,,,,,342.81
0.612,,,,,342.81
0.616,,,,,342.81
0.62,,,,,342.81
0.624,,,,,342.81
0.628,,,,,342.81
0.632,,,,,342.81
0.636,,,,,342.81
0.64,,,,,342.81
0.644,,,,,342.81
0.648,,,,,342.81
0.652,,,,,342.81
0.656,,,,,342.81
0.66,,,,,342.81
0.664,,,,,342.81
0.668,,,,,342.81
0.672,,,,,342.81
0.676,,,,,342.81
0.68,,,,,342.81
0.684,,,,,342.81
0.688,,,,,342.81
0.692,,,,,342.81
0.696,,,,,342.81
0.7,,,,,342.81
0.704,,,,,342.81
0.708,,,,,342.81
0.712,,,,,342.81
0.716,,,,,342.81
0.72,,,,,342.81
0.724,,,,,342.81
0.728,,,,,342.81
0.732,,,,,342.81
0.736,,,,,342.81
0.74,,,,,342.81
0.744,,,,,342.81
0.748,,,,,342.81
0.752,,,,,342.81
0.756,,,,,342.81
0.76,,,,,342.81
0.764,,,,,342.81
0.768,,,,,342.81
0.772,,,,,342.81
0.776,,,,,342.81
0.78,,,,,342.81
0.784,,,,,342.81
0.788,,,,,342.81
0.792,,,,,342.81
0.796,,,,,342.81
0.8,,,,,342.81
0.804,,,,,342.81
0.808,,,,,342.81
0.812,,,,,342.81
0.816,,,,,342.81
0.82,,,,,342.81
0.824,,,,,342.81
0.828,,,,,342.81
0.832,,,,,342.81
0.836,,,,,342.81
0.84,,,,,342.81
0.844,,,,,342.81
0.848,,,,,342.81
0.852,,,,,342.81
0.856,,,,,342.81
0.86,,,,,342.81
0.864,,,,,342.81
0.868,,,,,342.81
0.872,,,,,342.81
0.876,,,,,342.81
0.88,,,,,342.81
0.884,,,,,342.81
0.888,,,,,342.81
0.892,,,,,342.81
0.896,,,,,342.81
0.9,,,,,342.81
0.904,,,,,342.81
0.908,,,,,342.81
0.912,,,,,342.81
0.916,,,,,342.81
0.92,,,,,342.81
0.924,,,,,342.81
0.928,,,,,342.81
0.932,,,,,342.81
0.936,,,,,342.81
0.94,,,,,342.81
0.944,,,,,342.81
0.948,,,,,342.81
0.952,,,,,342.81
0.956,,,,,342.81
0.96,,,,,342.81
0.964,,,,,342.81
0.968,,,,,342.81
0.972,,,,,342.81
0.976,,,,,342.81
0.98,,,,,342.81
0.984,,,,,342.81
0.988,,,,,342.81
0.992,,,,,342.81
0.996,,,,,342.81
1.0,,,,,342.81
1.004,,,,,342.81
1.008,,,,,342.81
1.012,,,,,342.81
1.016,,,,,342.81
1.02,,,,,342.81
1.024,,,,,342.81
1.028,,,,,342.81
1.032,,,,,342.81
1.036,,,,,342.81
1.04,,,,,342.81
1.044,,,,,342.81
1.048,,,,,342.81
1.052,,,,,342.81
1.056,,,,,342.81
1.06,,,,,342.81
1.064,,,,,342.81
1.068,,,,,342.81
1.072,,,,,342.81
1.076,,,,,342.81
1.08,,,,,342.81
1.084,,,,,342.81
1.088,,,,,342.81
1.092,,,,,342.81
1.096,,,,,342.81
1.1,,,,,342.81
1.104,,,,,342.81
1.108,,,,,342.81
1.112,,,,,342.81
1.116,,,,,342.81
1.12,,,,,342.81
1.124,,,,,342.81
1.128,,,,,342.81
1.132,,,,,342.81
1.136,,,,,342.81
1.14,,,,,342.81
1.144,,,,,342.81
1.148,,,,,342.81
1.152,,,,,342.81
1.156,,,,,342.81
1.16,,,,,342.81
1.164,,,,,342.81
1.168,,,,,342.81
1.172,,,,,342.81
1.176,,,,,342.81
1.18,,,,,342.81
1.184,,,,,342.81
1.188,,,,,342.81
1.192,,,,,342.81
1.196,,,,,342.81
1.2,,,,,342.81
1.204,,,,,342.81
1.208,,,,,342.81
1.212,,,,,342.81
1.216,,,,,342.81
1.22,,,,,342.81
1.224,,,,,342.81
